Reservoir_name,Basin,Subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,01-03-2024,2024,3,320.04,0.095,0.0081,303.505
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,02-03-2024,2024,3,320.04,0.095,0.00755,303.352
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,03-03-2024,2024,3,320.04,0.095,0.427416955003879,408.343594375963
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,04-03-2024,2024,3,320.04,0.095,0.00669,303.093
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,05-03-2024,2024,3,320.04,0.095,0.00621,302.941
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,06-03-2024,2024,3,320.04,0.095,0.00601,302.88
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,07-03-2024,2024,3,320.04,0.095,0.00582,302.819
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,08-03-2024,2024,3,320.04,0.095,0.00563,302.758
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,09-03-2024,2024,3,320.04,0.095,0.00539,302.682
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,10-03-2024,2024,3,320.04,0.095,0.0063,302.971
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,11-03-2024,2024,3,320.04,0.095,0.00766,303.383
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,12-03-2024,2024,3,320.04,0.095,0.427416955003879,408.343594375963
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,13-03-2024,2024,3,320.04,0.095,0.00926,303.825
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,14-03-2024,2024,3,320.04,0.095,0.00821,303.535
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,15-03-2024,2024,3,320.04,0.095,0.00712,303.23
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,16-03-2024,2024,3,320.04,0.095,0.00611,302.91
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,17-03-2024,2024,3,320.04,0.095,0.00505,302.575
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,18-03-2024,2024,3,320.04,0.095,0.00413,302.285
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,19-03-2024,2024,3,320.04,0.095,0.00331,302.026
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,20-03-2024,2024,3,320.04,0.095,0.00254,301.782
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,21-03-2024,2024,3,320.04,0.095,0.00169,301.478
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,22-03-2024,2024,3,320.04,0.095,0.00085,301.173
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,23-03-2024,2024,3,320.04,0.095,0.00023,300.944
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,24-03-2024,2024,3,320.04,0.095,0.427416955003879,300.807
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,25-03-2024,2024,3,320.04,0.095,0.427416955003879,300.685
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,26-03-2024,2024,3,320.04,0.095,0.427416955003879,300.563
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,27-03-2024,2024,3,320.04,0.095,0.427416955003879,300.472
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,28-03-2024,2024,3,320.04,0.095,0.427416955003879,300.396
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,29-03-2024,2024,3,320.04,0.095,0.427416955003879,300.35
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,30-03-2024,2024,3,320.04,0.095,0.427416955003879,300.335
Aliyar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,Varrar and others,CWC,10.47266817,76.97459708,31-03-2024,2024,3,320.04,0.095,0.427416955003879,300.319
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,01-03-2024,2024,3,519.6,3.105,0.7700520000000003,513.18
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,02-03-2024,2024,3,519.6,3.105,0.7700520000000003,513.16
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,03-03-2024,2024,3,519.6,3.105,0.7700520000000003,513.14
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,04-03-2024,2024,3,519.6,3.105,0.7700520000000003,513.12
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,05-03-2024,2024,3,519.6,3.105,0.7700520000000003,513.1
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,06-03-2024,2024,3,519.6,3.105,0.7700520000000003,513.07
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,07-03-2024,2024,3,519.6,3.105,0.7700520000000003,512.98
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,08-03-2024,2024,3,519.6,3.105,0.7700520000000003,512.86
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,09-03-2024,2024,3,519.6,3.105,0.7700520000000003,512.73
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,10-03-2024,2024,3,519.6,3.105,0.767,512.59
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,11-03-2024,2024,3,519.6,3.105,0.737,512.43
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,12-03-2024,2024,3,519.6,3.105,0.719,512.33
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,13-03-2024,2024,3,519.6,3.105,0.715,512.31
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,14-03-2024,2024,3,519.6,3.105,0.711,512.29
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,15-03-2024,2024,3,519.6,3.105,0.708,512.27
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,16-03-2024,2024,3,519.6,3.105,0.704,512.25
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,17-03-2024,2024,3,519.6,3.105,0.699,512.22
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,18-03-2024,2024,3,519.6,3.105,0.695,512.2
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,19-03-2024,2024,3,519.6,3.105,0.427416955003879,408.343594375963
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,20-03-2024,2024,3,519.6,3.105,0.427416955003879,408.343594375963
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,21-03-2024,2024,3,519.6,3.105,0.427416955003879,408.343594375963
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,22-03-2024,2024,3,519.6,3.105,0.676,512.09
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,23-03-2024,2024,3,519.6,3.105,0.672,512.07
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,24-03-2024,2024,3,519.6,3.105,0.668,512.05
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,25-03-2024,2024,3,519.6,3.105,0.665,512.03
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,26-03-2024,2024,3,519.6,3.105,0.656,511.98
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,27-03-2024,2024,3,519.6,3.105,0.647,511.93
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,28-03-2024,2024,3,519.6,3.105,0.638,511.88
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,29-03-2024,2024,3,519.6,3.105,0.63,511.83
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,30-03-2024,2024,3,519.6,3.105,0.621,511.78
Almatti Reservoir,Krishna Basin,Krishna Upper,CWC,16.34679294,75.73004306,31-03-2024,2024,3,519.6,3.105,0.613,511.73
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,01-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,02-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,03-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,04-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,05-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,06-03-2024,2024,3,462.08,2.676,0.7700520000000003,451.348
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,07-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,08-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,09-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,10-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,11-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,12-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,13-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,14-03-2024,2024,3,462.08,2.676,0.7700520000000003,451.287
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,15-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,16-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,17-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,18-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,19-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,20-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,21-03-2024,2024,3,462.08,2.676,0.7700520000000003,451.1
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,22-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,23-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,24-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,25-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,26-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,27-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,28-03-2024,2024,3,462.08,2.676,0.7700520000000003,450.738
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,29-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,30-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Balimela Reservoir,Godavari Basin,Godavari Lower,CWC,18.22494359,82.20423569,31-03-2024,2024,3,462.08,2.676,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,01-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,02-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,03-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,04-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,05-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,06-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,07-03-2024,2024,3,341.64,5.166,0.7700520000000003,337.22
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,08-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,09-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,10-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,11-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,12-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,13-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,14-03-2024,2024,3,341.64,5.166,0.7700520000000003,336.81
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,15-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,16-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,17-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,18-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,19-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,20-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,21-03-2024,2024,3,341.64,5.166,0.7700520000000003,336.37
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,22-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,23-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,24-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,25-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,26-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,27-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,28-03-2024,2024,3,341.64,5.166,0.7700520000000003,336.1
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,29-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,30-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Ban Sagar,Ganga Basin,Sone,CWC,24.11161168,81.09238214,31-03-2024,2024,3,341.64,5.166,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,01-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.8
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,02-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.75
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,03-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.75
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,04-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.7
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,05-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.7
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,06-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.65
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,07-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.65
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,08-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,09-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,10-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.55
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,11-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.55
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,12-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.5
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,13-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.45
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,14-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.4
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,15-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.35
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,16-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.3
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,17-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.25
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,18-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.2
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,19-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.2
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,20-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.15
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,21-03-2024,2024,3,422.76,3.18,0.7700520000000003,417.15
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,22-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,23-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,24-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,25-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,26-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,27-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,28-03-2024,2024,3,422.76,3.18,0.7700520000000003,416.797
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,29-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,30-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Bargi\Rani Avanti Bai Sagar,Narmada Basin,Narmada Upper,CWC,22.83846247,80.03685961,31-03-2024,2024,3,422.76,3.18,0.427416955003879,408.343594375963
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,01-03-2024,2024,3,348.55,0.456,0.22641,344.85
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,02-03-2024,2024,3,348.55,0.456,0.22641,344.85
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,03-03-2024,2024,3,348.55,0.456,0.2248,344.82
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,04-03-2024,2024,3,348.55,0.456,0.22319,344.79
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,05-03-2024,2024,3,348.55,0.456,0.22105,344.75
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,06-03-2024,2024,3,348.55,0.456,0.2189,344.71
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,07-03-2024,2024,3,348.55,0.456,0.21729,344.68
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,08-03-2024,2024,3,348.55,0.456,0.21461,344.63
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,09-03-2024,2024,3,348.55,0.456,0.21246,344.59
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,10-03-2024,2024,3,348.55,0.456,0.21031,344.55
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,11-03-2024,2024,3,348.55,0.456,0.2087,344.52
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,12-03-2024,2024,3,348.55,0.456,0.20656,344.48
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,13-03-2024,2024,3,348.55,0.456,0.20441,344.44
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,14-03-2024,2024,3,348.55,0.456,0.20226,344.4
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,15-03-2024,2024,3,348.55,0.456,0.20012,344.36
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,16-03-2024,2024,3,348.55,0.456,0.19797,344.32
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,17-03-2024,2024,3,348.55,0.456,0.19583,344.28
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,18-03-2024,2024,3,348.55,0.456,0.19314,344.23
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,19-03-2024,2024,3,348.55,0.456,0.19046,344.18
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,20-03-2024,2024,3,348.55,0.456,0.18778,344.13
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,21-03-2024,2024,3,348.55,0.456,0.18617,344.1
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,22-03-2024,2024,3,348.55,0.456,0.427416955003879,408.343594375963
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,23-03-2024,2024,3,348.55,0.456,0.427416955003879,408.343594375963
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,24-03-2024,2024,3,348.55,0.456,0.427416955003879,408.343594375963
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,25-03-2024,2024,3,348.55,0.456,0.427416955003879,408.343594375963
Barna,Narmada Basin,Narmada Upper,CWC,23.07370541,78.03031691,26-03-2024,2024,3,348.55,0.456,0.427416955003879,408.343594375963
